-1	1.0	0.98746	0.99373	0.156716	0.910028	5.7678889055361696e+19
-1	-1	1.0	0.98746	0.99373	0.156716	0.910028	5.7678889055361696e+19
0	0	1.0	0.987234	0.993617	0.156716	0.909927	5.738721061074528e+19
1	1	1.0	0.986784	0.993392	0.156716	0.909724	5.68082737582561e+19
2	2	1.0	0.986784	0.993392	0.156716	0.909724	5.68082737582561e+19
3	3	1.0	0.986784	0.993392	0.156716	0.909724	5.68082737582561e+19
4	4	1.0	0.986784	0.993392	0.156716	0.909724	5.68082737582561e+19
5	5	1.0	0.987234	0.993617	0.156716	0.909927	5.738721061074528e+19
6	6	1.0	0.987234	0.993617	0.156716	0.909927	5.738721061074528e+19
7	7	1.0	0.987234	0.993617	0.156716	0.909927	5.738721061074528e+19
8	8	1.0	0.987234	0.993617	0.156716	0.909927	5.738721061074528e+19
9	9	1.0	0.987234	0.993617	0.156716	0.909927	5.738721061074528e+19
10	10	1.0	0.987234	0.993617	0.156716	0.909927	5.738721061074528e+19
11	11	1.0	0.987234	0.993617	0.156716	0.909927	5.738721061074528e+19
